   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time, bubble_sort_cmp, bubble_sort_swaps, bubble_sort_time, heap_sort_cmp, heap_sort_swaps, heap_sort_time
 251,           369,             120,              0,      1045,           0,          0,           31375,                 0,             8973,          3368,               0,           2009
 252,           370,             120,              0,      1049,           0,          0,           31626,                 0,             9055,          3386,               0,           1981
 253,           371,             120,              0,      1061,           0,       1015,           31878,                 0,             8556,          3400,               0,           1999
 254,           373,             121,              0,      1063,           0,       1000,           32131,                 0,             8999,          3413,               0,           2000
 255,           375,             122,              0,      1073,           0,          0,           32385,                 0,             8982,          3428,               0,           1012
 256,           376,             122,              0,      1076,           0,          0,           32640,                 0,            10018,          3448,               0,           1000
 257,           377,             122,              0,      1077,           0,          0,           32896,                 0,             9999,          3467,               0,           1999
 258,           379,             123,              0,      1088,           0,        999,           33153,                 0,             8981,          3483,               0,           2018
 259,           380,             123,              0,      1085,           0,       1000,           33411,                 0,             8975,          3493,               0,           1990
 260,           381,             123,              0,      1089,           0,        998,           33670,                 0,             9017,          3516,               0,           2000
 261,           382,             123,              0,      1088,           0,        975,           33930,                 0,             9024,          3531,               0,            999
 262,           383,             123,            999,      1096,           0,          0,           34191,                 0,             9981,          3549,               0,           2017
 263,           384,             123,              0,      1098,           0,       1000,           34453,                 0,             8981,          3568,               0,           1993
 264,           385,             123,              0,      1097,           0,       1021,           34716,                 0,            10003,          3580,               0,           1995
 265,           386,             123,              0,      1099,           0,          0,           34980,                 0,             9000,          3601,               0,           1018
 266,           387,             123,           1000,      1110,           0,          0,           35245,                 0,             9981,          3619,               0,           2018
 267,           388,             123,              0,      1113,           0,        999,           35511,                 0,             9987,          3638,               0,           2010
 268,           389,             123,              0,      1118,           0,        984,           35778,                 0,             9999,          3651,               0,           2018
 269,           390,             123,              0,      1120,           0,        999,           36046,                 0,             9989,          3669,               0,           1992
 270,           391,             123,              0,      1116,           0,       1018,           36315,                 0,            10000,          3689,               0,           2000
 271,           393,             124,              0,      1128,           0,          0,           36585,                 0,            11006,          3711,               0,           2018
 272,           396,             126,              0,      1133,           0,          0,           36856,                 0,             9986,          3726,               0,           1999
 273,           398,             127,              0,      1137,           0,        999,           37128,                 0,            10014,          3746,               0,           1000
 274,           399,             127,              0,      1143,           0,          0,           37401,                 0,            10821,          3757,               0,           2000
 275,           400,             127,              0,      1146,           0,        999,           37675,                 0,             9999,          3772,               0,           2575
 276,           402,             128,              0,      1138,           0,        994,           37950,                 0,            11004,          3794,               0,           2000
 277,           405,             130,              0,      1145,           0,        999,           38226,                 0,            10977,          3810,               0,           1999
 278,           406,             130,           1013,      1162,           0,          0,           38503,                 0,            10998,          3826,               0,           2011
 279,           407,             130,              0,      1162,           0,          0,           38781,                 0,            10036,          3848,               0,           1999
 280,           408,             130,            981,      1165,           0,          0,           39060,                 0,            11018,          3863,               0,           1999
 281,           410,             131,           1000,      1165,           0,          0,           39340,                 0,            10982,          3883,               0,           2017
 282,           411,             131,              0,      1170,           0,          0,           39621,                 0,            10999,          3900,               0,            999
 283,           413,             132,              0,      1175,           0,          0,           39903,                 0,            10981,          3923,               0,           2018
 284,           414,             132,              0,      1182,           0,        999,           40186,                 0,            11013,          3935,               0,           2005
 285,           415,             132,              0,      1186,           0,          0,           40470,                 0,            11593,          3954,               0,           1976
 286,           417,             133,              0,      1192,           0,       1021,           40755,                 0,            11002,          3967,               0,           1999
 287,           419,             134,           1000,      1201,           0,          0,           41041,                 0,            12000,          3986,               0,           1981
 288,           422,             136,              0,      1204,           0,       1018,           41328,                 0,            11019,          4008,               0,           1990
 289,           426,             139,              0,      1208,           0,        997,           41616,                 0,            11554,          4024,               0,           1981
 290,           427,             139,              0,      1221,           0,       1013,           41905,                 0,            11024,          4040,               0,           2018
 291,           428,             139,              0,      1216,           0,        982,           42195,                 0,            11590,          4060,               0,           2007
 292,           429,             139,              0,      1215,           0,       1000,           42486,                 0,            11988,          4079,               0,           1993
 293,           430,             139,              0,      1215,           0,       1018,           42778,                 0,            11974,          4098,               0,           2022
 294,           431,             139,              0,      1231,           0,        984,           43071,                 0,            12055,          4111,               0,           1976
 295,           432,             139,              0,      1232,           0,          0,           43365,                 0,            11559,          4128,               0,           2275
 296,           435,             141,              0,      1237,           0,        750,           43660,                 0,            13996,          4145,               0,           3001
 297,           436,             141,              0,      1245,           0,        994,           43956,                 0,            13003,          4168,               0,           1995
 298,           437,             141,           1020,      1251,           0,        272,           44253,                 0,            12463,          4182,               0,           1999
 299,           438,             141,              0,      1259,           0,          0,           44551,                 0,            12002,          4201,               0,           1999
 300,           439,             141,              0,      1259,           0,          0,           44850,                 0,            12021,          4220,               0,           1999
 301,           440,             141,              0,      1260,           0,        999,           45150,                 0,            12979,          4238,               0,           2002
 302,           441,             141,           1018,      1267,           0,          0,           45451,                 0,            12995,          4254,               0,           1997
 303,           443,             142,              0,      1262,           0,       1002,           45753,                 0,            13002,          4269,               0,           1999
 304,           446,             144,              0,      1273,           0,          0,           46056,                 0,            13016,          4288,               0,           1982
 305,           450,             147,              0,      1280,           0,       1017,           46360,                 0,            13004,          4305,               0,           2000
 306,           451,             147,              0,      1282,           0,       1001,           46665,                 0,            12988,          4325,               0,           2000
 307,           452,             147,            999,      1284,           0,          0,           46971,                 0,            14000,          4337,               0,           1999
 308,           454,             148,            999,      1291,           0,          0,           47278,                 0,            14000,          4353,               0,           1999
 309,           455,             148,              0,      1296,           0,          0,           47586,                 0,            13999,          4376,               0,           2000
 310,           456,             148,              0,      1315,           0,          0,           47895,                 0,            13999,          4395,               0,           2000
 311,           457,             148,              0,      1311,           0,          0,           48205,                 0,            12651,          4414,               0,           2000
 312,           458,             148,              0,      1328,           0,        981,           48516,                 0,            14018,          4432,               0,           2248
 313,           460,             149,            728,      1329,           0,          0,           48828,                 0,            14023,          4448,               0,           1984
 314,           462,             150,              0,      1327,           0,          0,           49141,                 0,            13018,          4464,               0,           2996
 315,           463,             150,              0,      1342,           0,        985,           49455,                 0,            13018,          4482,               0,           2002
 316,           464,             150,              0,      1331,           0,        985,           49770,                 0,            14000,          4500,               0,           2012
 317,           465,             150,           1007,      1342,           0,          0,           50086,                 0,            12981,          4520,               0,           1998
 318,           467,             151,              0,      1348,           0,       1017,           50403,                 0,            13982,          4533,               0,           3017
 319,           470,             153,              0,      1357,           0,        999,           50721,                 0,            13982,          4552,               0,           2017
 320,           474,             156,              0,      1379,           0,        999,           51040,                 0,            14037,          4571,               0,           2559
 321,           475,             156,              0,      1381,           0,       1018,           51360,                 0,            14000,          4588,               0,           3982
 322,           476,             156,              0,      1366,           0,       1012,           51681,                 0,            14986,          4602,               0,           2018
 323,           477,             156,              0,      1378,           0,        999,           52003,                 0,            13995,          4626,               0,           1995
 324,           478,             156,              0,      1376,           0,       1004,           52326,                 0,            13995,          4643,               0,           2000
 325,           480,             157,              0,      1379,           0,        999,           52650,                 0,            15000,          4656,               0,           2248
 326,           481,             157,              0,      1388,           0,        993,           52975,                 0,            19011,          4675,               0,           3004
 327,           482,             157,              0,      1394,           0,       1000,           53301,                 0,            15995,          4694,               0,           2999
 328,           484,             158,           1000,      1401,           0,        982,           53628,                 0,            18022,          4716,               0,           2975
 329,           485,             158,              0,      1402,           0,       1014,           53956,                 0,            15010,          4729,               0,           1995
 330,           486,             158,            999,      1403,           0,          0,           54285,                 0,            19017,          4752,               0,           3000
 331,           488,             159,              0,      1410,           0,        999,           54615,                 0,            17002,          4763,               0,           1997
 332,           490,             160,              0,      1411,           0,          0,           54946,                 0,            16000,          4782,               0,           1999
 333,           494,             163,           1000,      1424,           0,          0,           55278,                 0,            15004,          4800,               0,           2000
 334,           495,             163,              0,      1425,           0,        992,           55611,                 0,            15033,          4818,               0,           3015
 335,           496,             163,              0,      1430,           0,       1004,           55945,                 0,            15568,          4835,               0,           3004
 336,           497,             163,              0,      1428,           0,       1000,           56280,                 0,            15031,          4854,               0,           1999
 337,           498,             163,              0,      1430,           0,       1022,           56616,                 0,            16545,          4875,               0,           1987
 338,           499,             163,            998,      1443,           0,          0,           56953,                 0,            15000,          4888,               0,           2004
 339,           500,             163,            979,      1453,           0,          0,           57291,                 0,            17021,          4903,               0,           1982
 340,           502,             164,              0,      1453,           0,       1013,           57630,                 0,            16000,          4922,               0,           2004
 341,           504,             165,              0,      1454,           0,        999,           57970,                 0,            16036,          4942,               0,           1999
 342,           505,             165,              0,      1452,           0,       1013,           58311,                 0,            15573,          4959,               0,           2000
 343,           506,             165,              0,      1466,           0,          0,           58653,                 0,            17035,          4984,               0,           1990
 344,           507,             165,              0,      1467,           0,       1012,           58996,                 0,            16584,          4997,               0,           1999
 345,           510,             167,              0,      1475,           0,          0,           59340,                 0,            18539,          5016,               0,           3000
 346,           512,             168,              0,      1479,           0,       1516,           59685,                 0,            19007,          5034,               0,           2997
 347,           517,             172,              0,      1483,           0,        999,           60031,                 0,            17021,          5053,               0,           1990
 348,           518,             172,           1013,      1492,           0,          0,           60378,                 0,            16036,          5070,               0,           1999
 349,           519,             172,              0,      1494,           0,          0,           60726,                 0,            17572,          5087,               0,           1999
 350,           520,             172,              0,      1515,           0,        999,           61075,                 0,            17013,          5104,               0,           2986
 351,           522,             173,              0,      1515,           0,          0,           61425,                 0,            18017,          5119,               0,           2000
 352,           524,             174,           1035,      1518,           0,        964,           61776,                 0,            16999,          5139,               0,           1982
 353,           525,             174,              0,      1522,           0,       1001,           62128,                 0,            17003,          5158,               0,           1996
 354,           526,             174,              0,      1526,           0,       1009,           62481,                 0,            16987,          5172,               0,           3017
 355,           527,             174,              0,      1530,           0,       1000,           62835,                 0,            17999,          5193,               0,           1999
 356,           528,             174,           1000,      1533,           0,        999,           63190,                 0,            17968,          5212,               0,           3000
 357,           530,             175,           1006,      1539,           0,          0,           63546,                 0,            17997,          5224,               0,           3003
 358,           531,             175,            997,      1551,           0,       1003,           63903,                 0,            17996,          5244,               0,           2999
 359,           532,             175,              0,      1559,           0,       1001,           64261,                 0,            18999,          5260,               0,           3000
 360,           533,             175,              0,      1561,           0,       1008,           64620,                 0,            17991,          5279,               0,           1999
 361,           535,             176,              0,      1565,           0,          0,           64980,                 0,            18000,          5299,               0,           1999
 362,           538,             178,           1000,      1578,           0,          0,           65341,                 0,            19000,          5316,               0,           2000
 363,           539,             178,              0,      1579,           0,       1026,           65703,                 0,            17999,          5339,               0,           3000
 364,           543,             181,              0,      1581,           0,          0,           66066,                 0,            19000,          5350,               0,           3000
 365,           544,             181,           1005,      1590,           0,       1001,           66430,                 0,            18998,          5368,               0,           3017
 366,           545,             181,              0,      1594,           0,        999,           66795,                 0,            19000,          5386,               0,           3000
 367,           546,             181,              0,      1601,           0,       1000,           67161,                 0,            19016,          5402,               0,           2983
 368,           548,             182,            998,      1603,           0,          0,           67528,                 0,            18582,          5413,               0,           2999
 369,           550,             183,              0,      1608,           0,       1000,           67896,                 0,            19000,          5430,               0,           3000
 370,           551,             183,              0,      1613,           0,        999,           68265,                 0,            18986,          5453,               0,           2000
 371,           552,             183,           1004,      1621,           0,        999,           68635,                 0,            19000,          5467,               0,           3000
 372,           553,             183,              0,      1627,           0,        999,           69006,                 0,            18995,          5488,               0,           3988
 373,           555,             184,              0,      1629,           0,       1007,           69378,                 0,            20008,          5509,               0,           3000
 374,           556,             184,              0,      1637,           0,       1000,           69751,                 0,            19982,          5518,               0,           2115
 375,           557,             184,           1021,      1637,           0,        518,           70125,                 0,            20256,          5539,               0,           2995
 376,           559,             185,           1004,      1656,           0,        999,           70500,                 0,            19999,          5556,               0,           3003
 377,           562,             187,              0,      1663,           0,        979,           70876,                 0,            20016,          5575,               0,           2982
 378,           566,             190,              0,      1665,           0,       1013,           71253,                 0,            21004,          5594,               0,           1999
 379,           568,             191,              0,      1662,           0,        671,           71631,                 0,            20035,          5616,               0,           3005
 380,           569,             191,            999,      1687,           0,          0,           72010,                 0,            21572,          5630,               0,           3000
 381,           570,             191,            983,      1696,           0,          0,           72390,                 0,            21598,          5646,               0,           3013
 382,           572,             192,              0,      1686,           0,          0,           72771,                 0,            21024,          5666,               0,           2987
 383,           573,             192,              0,      1698,           0,       1000,           73153,                 0,            20584,          5686,               0,           2999
 384,           576,             194,            995,      1711,           0,          0,           73536,                 0,            20986,          5696,               0,           2996
 385,           577,             194,              0,      1714,           0,          0,           73920,                 0,            21537,          5722,               0,           2986
 386,           578,             194,              0,      1700,           0,       1013,           74305,                 0,            22020,          5733,               0,           3011
 387,           579,             194,              0,      1710,           0,       1000,           74691,                 0,            21569,          5744,               0,           2993
 388,           580,             194,              0,      1719,           0,        988,           75078,                 0,            21570,          5762,               0,           3013
 389,           582,             195,              0,      1718,           0,        999,           75466,                 0,            22000,          5786,               0,           2999
 390,           585,             197,              0,      1727,           0,       1991,           75855,                 0,            22040,          5803,               0,           3000
 391,           586,             197,              0,      1734,           0,        999,           76245,                 0,            21516,          5823,               0,           3000
 392,           588,             198,              0,      1738,           0,       1000,           76636,                 0,            22000,          5840,               0,           2999
 393,           589,             198,              0,      1741,           0,        999,           77028,                 0,            22001,          5852,               0,           2999
 394,           590,             198,              0,      1739,           0,       1000,           77421,                 0,            22000,          5875,               0,           2999
 395,           592,             199,              0,      1743,           0,        999,           77815,                 0,            21975,          5897,               0,           2999
 396,           593,             199,           1011,      1759,           0,          0,           78210,                 0,            22023,          5910,               0,           2985
 397,           594,             199,              0,      1762,           0,       1003,           78606,                 0,            22011,          5928,               0,           2999
 398,           595,             199,              0,      1765,           0,       1000,           79003,                 0,            22004,          5944,               0,           2999
 399,           597,             200,              0,      1770,           0,       1000,           79401,                 0,            21986,          5961,               0,           2000
 400,           598,             200,              0,      1777,           0,       1278,           79800,                 0,            21721,          5979,               0,           2986
 401,           599,             200,              0,      1781,           0,       1013,           80200,                 0,            23235,          5990,               0,           2751
 402,           601,             201,           1013,      1774,           0,       1000,           80601,                 0,            22990,          6016,               0,           3014
 403,           603,             202,              0,      1781,           0,        996,           81003,                 0,            22999,          6032,               0,           3000
 404,           607,             205,              0,      1793,           0,        999,           81406,                 0,            23000,          6049,               0,           3010
 405,           608,             205,            975,      1804,           0,       2012,           81810,                 0,            23005,          6068,               0,           2974
 406,           609,             205,           1011,      1803,           0,       1002,           82215,                 0,            23048,          6081,               0,           2558
 407,           610,             205,              0,      1812,           0,        999,           82621,                 0,            22982,          6102,               0,           3004
 408,           611,             205,              0,      1817,           0,       1000,           83028,                 0,            22999,          6116,               0,           3988
 409,           612,             205,              0,      1815,           0,        994,           83436,                 0,            24017,          6128,               0,           3000
 410,           613,             205,              0,      1814,           0,        999,           83845,                 0,            24000,          6149,               0,           3978
 411,           616,             207,              0,      1827,           0,        991,           84255,                 0,            23998,          6164,               0,           3000
 412,           620,             210,              0,      1830,           0,       1000,           84666,                 0,            23998,          6183,               0,           3000
 413,           621,             210,           1000,      1834,           0,       1002,           85078,                 0,            24910,          6206,               0,           3995
 414,           622,             210,              0,      1844,           0,        999,           85491,                 0,            26002,          6225,               0,           3000
 415,           623,             210,              0,      1858,           0,       1000,           85905,                 0,            24022,          6237,               0,           3004
 416,           624,             210,              0,      1852,           0,        999,           86320,                 0,            24591,          6263,               0,           3000
 417,           625,             210,           1013,      1855,           0,          0,           86736,                 0,            24041,          6279,               0,           2983
 418,           626,             210,            998,      1852,           0,        998,           87153,                 0,            24596,          6296,               0,           3000
 419,           628,             211,              0,      1856,           0,        982,           87571,                 0,            25012,          6310,               0,           3005
 420,           629,             211,           1000,      1872,           0,        999,           87990,                 0,            24036,          6326,               0,           2999
 421,           630,             211,              0,      1871,           0,       1004,           88410,                 0,            25577,          6344,               0,           3247
 422,           631,             211,              0,      1894,           0,          0,           88831,                 0,            25181,          6359,               0,           2511
 423,           633,             212,              0,      1895,           0,       1509,           89253,                 0,            27056,          6381,               0,           3999
 424,           634,             212,              0,      1891,           0,       1511,           89676,                 0,            25009,          6400,               0,           2999
 425,           635,             212,              0,      1895,           0,        999,           90100,                 0,            27002,          6421,               0,           3001
 426,           636,             212,           1000,      1900,           0,        999,           90525,                 0,            25513,          6437,               0,           3995
 427,           637,             212,              0,      1904,           0,       1001,           90951,                 0,            25998,          6452,               0,           2998
 428,           639,             213,              0,      1919,           0,       1000,           91378,                 0,            26002,          6467,               0,           3996
 429,           640,             213,              0,      1924,           0,       1004,           91806,                 0,            25994,          6485,               0,           4000
 430,           641,             213,              0,      1911,           0,       1001,           92235,                 0,            26999,          6503,               0,           3000
 431,           642,             213,           1000,      1928,           0,        999,           92665,                 0,            28009,          6519,               0,           3989
 432,           643,             213,              0,      1942,           0,       1002,           93096,                 0,            27008,          6536,               0,           2991
 433,           645,             214,           1000,      1945,           0,        999,           93528,                 0,            26027,          6552,               0,           3999
 434,           646,             214,              0,      1947,           0,       1000,           93961,                 0,            26968,          6572,               0,           2996
 435,           647,             214,              0,      1945,           0,       1000,           94395,                 0,            26000,          6589,               0,           3999
 436,           648,             214,              0,      1964,           0,       1000,           94830,                 0,            28005,          6602,               0,           3996
 437,           649,             214,              0,      1965,           0,       1001,           95266,                 0,            28999,          6626,               0,           3000
 438,           650,             214,           1037,      1971,           0,       2016,           95703,                 0,            28978,          6641,               0,           4016
 439,           651,             214,              0,      1966,           0,       1003,           96141,                 0,            29472,          6665,               0,           3002
 440,           652,             214,              0,      1992,           0,          0,           96580,                 0,            26999,          6676,               0,           4001
 441,           655,             216,              0,      1996,           0,       1000,           97020,                 0,            28999,          6691,               0,           4002
 442,           656,             216,           1000,      1990,           0,       1000,           97461,                 0,            28027,          6715,               0,           3999
 443,           657,             216,              0,      1990,           0,        999,           97903,                 0,            27970,          6733,               0,           3999
 444,           658,             216,              0,      2003,           0,       1001,           98346,                 0,            27998,          6749,               0,           3999
 445,           659,             216,              0,      2006,           0,       1001,           98790,                 0,            27998,          6769,               0,           3999
 446,           660,             216,           1001,      2020,           0,        999,           99235,                 0,            29001,          6781,               0,           2998
 447,           661,             216,            999,      2021,           0,       1000,           99681,                 0,            28004,          6798,               0,           3005
 448,           662,             216,              0,      2021,           0,          0,          100128,                 0,            28004,          6820,               0,           3999
 449,           663,             216,              0,      2024,           0,       1001,          100576,                 0,            28509,          6834,               0,           3999
 450,           665,             217,              0,      2026,           0,       1001,          101025,                 0,            28999,          6854,               0,           2999
 451,           668,             219,           1002,      2031,           0,        998,          101475,                 0,            29002,          6874,               0,           3507
 452,           669,             219,              0,      2055,           0,       1007,          101926,                 0,            28993,          6888,               0,           3000
 453,           670,             219,           1004,      2061,           0,        999,          102378,                 0,            28508,          6906,               0,           4001
 454,           671,             219,              0,      2043,           0,       1000,          102831,                 0,            28505,          6923,               0,           4000
 455,           673,             220,              0,      2049,           0,        999,          103285,                 0,            29999,          6948,               0,           4004
 456,           674,             220,              0,      2056,           0,       1000,          103740,                 0,            30511,          6963,               0,           3005
 457,           675,             220,              0,      2059,           0,        999,          104196,                 0,            28997,          6977,               0,           2999
 458,           676,             220,              0,      2073,           0,        999,          104653,                 0,            29000,          6997,               0,           3999
 459,           678,             221,              0,      2073,           0,        999,          105111,                 0,            29899,          7020,               0,           4000
 460,           680,             222,              0,      2073,           0,        999,          105570,                 0,            30000,          7037,               0,           2999
 461,           683,             224,              0,      2081,           0,       1000,          106030,                 0,            35985,          7053,               0,           3989
 462,           684,             224,              0,      2098,           0,        999,          106491,                 0,            31000,          7065,               0,           3000
 463,           685,             224,              0,      2094,           0,       1001,          106953,                 0,            30998,          7086,               0,           3999
 464,           686,             224,              0,      2120,           0,       1001,          107416,                 0,            32478,          7096,               0,           3982
 465,           687,             224,              0,      2120,           0,        993,          107880,                 0,            32024,          7115,               0,           4002
 466,           688,             224,              0,      2120,           0,        984,          108345,                 0,            31012,          7136,               0,           3999
 467,           689,             224,           1007,      2124,           0,       1012,          108811,                 0,            35050,          7153,               0,           3173
 468,           690,             224,              0,      2136,           0,        999,          109278,                 0,            31004,          7171,               0,           3995
 469,           691,             224,              0,      2141,           0,        982,          109746,                 0,            32022,          7188,               0,           2984
 470,           692,             224,              0,      2145,           0,       1013,          110215,                 0,            31438,          7209,               0,           3661
 471,           694,             225,            518,      2155,           0,        622,          110685,                 0,            31021,          7229,               0,           3014
 472,           696,             226,           1000,      2160,           0,        999,          111156,                 0,            30999,          7240,               0,           3999
 473,           697,             226,           1000,      2165,           0,        999,          111628,                 0,            30999,          7264,               0,           2996
 474,           698,             226,            987,      2163,           0,       1001,          112101,                 0,            32393,          7274,               0,           3012
 475,           699,             226,           1004,      2170,           0,       1000,          112575,                 0,            31604,          7297,               0,           3987
 476,           702,             228,              0,      2170,           0,       1017,          113050,                 0,            32600,          7316,               0,           4000
 477,           703,             228,              0,      2186,           0,        999,          113526,                 0,            32000,          7335,               0,           3000
 478,           704,             228,            972,      2189,           0,       1012,          114003,                 0,            32030,          7348,               0,           4023
 479,           706,             229,              0,      2203,           0,        998,          114481,                 0,            31566,          7369,               0,           4004
 480,           708,             230,           1000,      2211,           0,        999,          114960,                 0,            32604,          7382,               0,           4004
 481,           712,             233,              0,      2215,           0,       1000,          115440,                 0,            33107,          7404,               0,           3983
 482,           713,             233,              0,      2227,           0,       1011,          115921,                 0,            32987,          7419,               0,           4032
 483,           714,             233,              0,      2224,           0,       1003,          116403,                 0,            32870,          7437,               0,           4004
 484,           716,             234,              0,      2231,           0,        999,          116886,                 0,            34000,          7459,               0,           3992
 485,           718,             235,              0,      2235,           0,        990,          117370,                 0,            33998,          7476,               0,           4017
