    n, merge_cmp, merge_swaps, merge_time, heap_sort_cmp, heap_sort_swaps, heap_sort_time
  748,      6206,           0,       3001,         11994,               0,           7981
  749,      6212,           0,       1996,         12031,               0,           6013
  750,      6227,           0,       2000,         12037,               0,           5986
  751,      6237,           0,       2012,         12066,               0,           5999
  752,      6232,           0,       2000,         12066,               0,           6999
  753,      6239,           0,       2292,         12075,               0,           5000
  754,      6260,           0,       1985,         12130,               0,           5560
  755,      6273,           0,       3000,         12143,               0,           5987
  756,      6289,           0,       2995,         12142,               0,           7016
  757,      6304,           0,       3000,         12150,               0,           6176
  758,      6292,           0,       2810,         12180,               0,           6013
  759,      6314,           0,       3000,         12201,               0,           5990
  760,      6347,           0,       2012,         12233,               0,           6000
  761,      6361,           0,       1999,         12233,               0,           5987
  762,      6347,           0,       2000,         12282,               0,           5999
  763,      6350,           0,       2000,         12314,               0,           6000
  764,      6371,           0,       3000,         12314,               0,           5999
  765,      6364,           0,       2980,         12327,               0,           6019
  766,      6378,           0,       3000,         12317,               0,           6000
  767,      6388,           0,       3010,         12364,               0,           6021
  768,      6406,           0,       2012,         12371,               0,           5579
  769,      6416,           0,       3017,         12406,               0,           5999
  770,      6416,           0,       1999,         12432,               0,           6539
  771,      6445,           0,       3000,         12442,               0,           7025
  772,      6442,           0,       2999,         12434,               0,           6000
  773,      6452,           0,       3000,         12474,               0,           6000
  774,      6479,           0,       2982,         12504,               0,           6017
  775,      6475,           0,       1999,         12535,               0,           5985
  776,      6488,           0,       3014,         12541,               0,           6000
  777,      6503,           0,       1999,         12574,               0,           5999
  778,      6496,           0,       3000,         12605,               0,           6000
  779,      6512,           0,       2000,         12608,               0,           5999
  780,      6541,           0,       3000,         12630,               0,           6000
  781,      6545,           0,       2000,         12645,               0,           6999
  782,      6569,           0,       3000,         12666,               0,           6301
  783,      6593,           0,       2005,         12694,               0,           6000
  784,      6545,           0,       3000,         12699,               0,           5986
  785,      6554,           0,       2005,         12729,               0,           6999
  786,      6589,           0,       2986,         12742,               0,           6045
  787,      6615,           0,       1999,         12745,               0,           5990
  788,      6610,           0,       2546,         12773,               0,           6011
  789,      6618,           0,       3000,         12802,               0,           6506
  790,      6627,           0,       2455,         12818,               0,           6564
  791,      6640,           0,       2986,         12836,               0,           7254
  792,      6634,           0,       2122,         12828,               0,           5999
  793,      6649,           0,       2990,         12861,               0,           7009
  794,      6667,           0,       2986,         12904,               0,           6005
  795,      6687,           0,       2011,         12905,               0,           5999
  796,      6684,           0,       3000,         12935,               0,           7000
  797,      6695,           0,       3000,         12953,               0,           6000
  798,      6695,           0,       2000,         12953,               0,           6002
  799,      6717,           0,       3000,         12968,               0,           7006
  800,      6726,           0,       3986,         12982,               0,           5996
  801,      6736,           0,       3006,         13028,               0,           6994
  802,      6727,           0,       1997,         13038,               0,           6002
  803,      6756,           0,       3008,         13069,               0,           6498
  804,      6761,           0,       3004,         13076,               0,           7002
  805,      6761,           0,       3001,         13080,               0,           6996
  806,      6803,           0,       1996,         13112,               0,           5996
  807,      6808,           0,       3005,         13128,               0,           6997
  808,      6803,           0,       3000,         13156,               0,           6505
  809,      6821,           0,       3000,         13185,               0,           8003
  810,      6827,           0,       2999,         13169,               0,           5999
  811,      6844,           0,       2004,         13224,               0,           5995
  812,      6832,           0,       2000,         13234,               0,           6999
  813,      6837,           0,       1999,         13240,               0,           5999
  814,      6870,           0,       2000,         13252,               0,           6023
  815,      6878,           0,       2000,         13298,               0,           6000
  816,      6867,           0,       3381,         13313,               0,           6618
  817,      6880,           0,       3000,         13312,               0,           7002
  818,      6908,           0,       2984,         13324,               0,           7013
  819,      6924,           0,       3000,         13358,               0,           6999
  820,      6911,           0,       3000,         13380,               0,           6999
  821,      6921,           0,       3093,         13397,               0,           6906
  822,      6934,           0,       3000,         13417,               0,           6980
  823,      6931,           0,       3006,         13454,               0,           7013
  824,      6977,           0,       2999,         13455,               0,           6999
  825,      6982,           0,       3000,         13484,               0,           6999
  826,      6988,           0,       3116,         13504,               0,           6883
  827,      6993,           0,       3000,         13534,               0,           7000
  828,      6980,           0,       2986,         13543,               0,           7012
  829,      6994,           0,       3000,         13551,               0,           6999
  830,      6999,           0,       1999,         13548,               0,           6000
  831,      6999,           0,       2978,         13586,               0,           7021
  832,      7039,           0,       3001,         13609,               0,           6980
  833,      7051,           0,       3006,         13628,               0,           7013
  834,      7075,           0,       2986,         13661,               0,           7013
  835,      7075,           0,       2999,         13677,               0,           7989
  836,      7075,           0,       3012,         13708,               0,           7004
  837,      7089,           0,       2995,         13691,               0,           7004
  838,      7105,           0,       3036,         13758,               0,           7999
  839,      7101,           0,       1999,         13760,               0,           6581
  840,      7137,           0,       3000,         13798,               0,           6995
  841,      7152,           0,       2000,         13792,               0,           6000
  842,      7145,           0,       2984,         13816,               0,           6998
  843,      7154,           0,       3017,         13838,               0,           6986
  844,      7178,           0,       3013,         13848,               0,           6000
  845,      7184,           0,       2999,         13868,               0,           6997
  846,      7191,           0,       3002,         13900,               0,           6999
  847,      7202,           0,       3542,         13913,               0,           7017
  848,      7215,           0,       2999,         13925,               0,           7998
  849,      7224,           0,       2012,         13949,               0,           7000
  850,      7206,           0,       2982,         13962,               0,           7017
  851,      7223,           0,       1999,         13992,               0,           6976
  852,      7240,           0,       2996,         14015,               0,           7000
  853,      7239,           0,       2999,         14009,               0,           7002
  854,      7233,           0,       3000,         14037,               0,           7610
  855,      7285,           0,       3163,         14071,               0,           6292
  856,      7273,           0,       3000,         14073,               0,           6999
  857,      7279,           0,       2999,         14095,               0,           7000
  858,      7285,           0,       2926,         14088,               0,           7013
  859,      7305,           0,       3000,         14132,               0,           7012
  860,      7329,           0,       2999,         14153,               0,           6999
  861,      7347,           0,       2990,         14166,               0,           7012
  862,      7351,           0,       3000,         14192,               0,           7012
  863,      7344,           0,       3000,         14218,               0,           6999
  864,      7360,           0,       3036,         14222,               0,           6963
  865,      7362,           0,       3000,         14246,               0,           7031
  866,      7373,           0,       3013,         14273,               0,           6999
  867,      7390,           0,       2534,         14292,               0,           8064
  868,      7408,           0,       3000,         14288,               0,           7414
  869,      7413,           0,       3004,         14349,               0,           7019
  870,      7421,           0,       3000,         14376,               0,           7000
  871,      7425,           0,       3000,         14397,               0,           6999
  872,      7434,           0,       3010,         14413,               0,           8000
  873,      7443,           0,       3000,         14416,               0,           7999
  874,      7446,           0,       3000,         14457,               0,           6999
  875,      7468,           0,       2722,         14442,               0,           7000
  876,      7477,           0,       2999,         14468,               0,           7999
  877,      7485,           0,       3000,         14524,               0,           7007
  878,      7502,           0,       3000,         14522,               0,           6999
  879,      7475,           0,       3000,         14536,               0,           6986
  880,      7498,           0,       3000,         14559,               0,           7000
  881,      7504,           0,       2978,         14600,               0,           7012
  882,      7511,           0,       3000,         14612,               0,           7020
  883,      7542,           0,       3000,         14613,               0,           7999
  884,      7574,           0,       2544,         14640,               0,           7012
  885,      7589,           0,       3512,         14671,               0,           8033
  886,      7566,           0,       3000,         14686,               0,           8000
  887,      7601,           0,       3000,         14713,               0,           7998
  888,      7595,           0,       3987,         14723,               0,           7013
  889,      7602,           0,       2988,         14744,               0,           7238
  890,      7603,           0,       2956,         14750,               0,           7260
  891,      7597,           0,       3013,         14775,               0,           6999
  892,      7636,           0,       3000,         14787,               0,           7012
  893,      7640,           0,       3265,         14797,               0,           7734
  894,      7648,           0,       2999,         14825,               0,           6987
  895,      7661,           0,       4001,         14869,               0,           9013
  896,      7675,           0,       3984,         14880,               0,           9020
  897,      7683,           0,       4003,         14897,               0,           8006
  898,      7707,           0,       3557,         14897,               0,           8003
  899,      7718,           0,       3014,         14941,               0,           7999
  900,      7734,           0,       2982,         14960,               0,           8017
  901,      7737,           0,       3036,         14988,               0,           7984
  902,      7729,           0,       3015,         14951,               0,           6915
  903,      7725,           0,       3013,         15016,               0,           8015
  904,      7751,           0,       2975,         15037,               0,           7995
  905,      7763,           0,       3027,         15064,               0,           7995
  906,      7759,           0,       3004,         15067,               0,           8000
  907,      7785,           0,       3000,         15070,               0,           7000
  908,      7809,           0,       3016,         15126,               0,           6979
  909,      7825,           0,       3003,         15154,               0,           6996
  910,      7818,           0,       3000,         15168,               0,           7982
  911,      7821,           0,       3017,         15186,               0,           8000
  912,      7831,           0,       3238,         15230,               0,           7761
  913,      7848,           0,       2999,         15182,               0,           6984
  914,      7850,           0,       3000,         15252,               0,           7013
  915,      7859,           0,       3000,         15267,               0,           7999
  916,      7861,           0,       2999,         15278,               0,           7995
  917,      7871,           0,       4004,         15282,               0,           7000
  918,      7877,           0,       2973,         15322,               0,           8026
  919,      7914,           0,       2999,         15346,               0,           7995
  920,      7929,           0,       4004,         15337,               0,           7000
  921,      7936,           0,       2986,         15365,               0,           8013
  922,      7937,           0,       3000,         15396,               0,           7971
  923,      7966,           0,       2997,         15407,               0,           7999
  924,      7962,           0,       2994,         15437,               0,           7999
  925,      7975,           0,       3000,         15439,               0,           6996
  926,      7965,           0,       2999,         15491,               0,           8005
  927,      7993,           0,       2997,         15497,               0,           7999
  928,      7979,           0,       3000,         15521,               0,           6999
  929,      7990,           0,       2999,         15513,               0,           7999
  930,      8004,           0,       2501,         15533,               0,           6998
  931,      8010,           0,       3006,         15533,               0,           7993
  932,      8003,           0,       3999,         15568,               0,           7999
  933,      8022,           0,       3000,         15599,               0,           8000
  934,      8036,           0,       2995,         15624,               0,           8000
  935,      8052,           0,       3000,         15631,               0,           7999
  936,      8081,           0,       3003,         15669,               0,           6999
  937,      8096,           0,       2996,         15685,               0,           8001
  938,      8106,           0,       4001,         15695,               0,           7999
  939,      8134,           0,       2997,         15694,               0,           7999
  940,      8103,           0,       4000,         15720,               0,           7999
  941,      8127,           0,       3003,         15758,               0,           8000
  942,      8115,           0,       3999,         15790,               0,           8000
  943,      8145,           0,       4005,         15798,               0,           8004
  944,      8140,           0,       3502,         15823,               0,           8005
  945,      8153,           0,       4004,         15834,               0,           7995
  946,      8148,           0,       3000,         15858,               0,           8000
  947,      8166,           0,       2998,         15899,               0,           6999
  948,      8181,           0,       3001,         15920,               0,           7999
  949,      8200,           0,       3000,         15903,               0,           6998
  950,      8211,           0,       2999,         15944,               0,           8003
  951,      8205,           0,       2999,         15956,               0,           7999
  952,      8206,           0,       2999,         15982,               0,           7998
  953,      8217,           0,       2999,         15972,               0,          10007
  954,      8249,           0,       2999,         16004,               0,           7534
  955,      8246,           0,       2998,         16030,               0,           8000
  956,      8264,           0,       2515,         16056,               0,           7999
  957,      8272,           0,       4001,         16108,               0,           8021
  958,      8278,           0,       2999,         16118,               0,           8000
  959,      8281,           0,       2875,         16120,               0,           7999
  960,      8325,           0,       3000,         16150,               0,           7999
  961,      8332,           0,       3999,         16163,               0,           7987
  962,      8345,           0,       3000,         16178,               0,           7999
  963,      8347,           0,       3987,         16205,               0,           8012
  964,      8334,           0,       3000,         16194,               0,           8995
  965,      8346,           0,       3005,         16236,               0,           7987
  966,      8383,           0,       2999,         16261,               0,           7999
  967,      8392,           0,       3998,         16298,               0,           8001
  968,      8390,           0,       3000,         16309,               0,           8019
  969,      8394,           0,       4000,         16301,               0,           8093
  970,      8410,           0,       3010,         16340,               0,           8001
  971,      8421,           0,       2990,         16350,               0,           8006
  972,      8430,           0,       3999,         16387,               0,           8627
  973,      8431,           0,       3665,         16372,               0,           8027
  974,      8449,           0,       3993,         16413,               0,           7999
  975,      8457,           0,       4003,         16453,               0,           7996
  976,      8476,           0,       3002,         16433,               0,           8996
  977,      8487,           0,       2999,         16460,               0,           8002
  978,      8473,           0,       2995,         16482,               0,           7999
  979,      8496,           0,       2998,         16525,               0,           7997
  980,      8487,           0,       3998,         16520,               0,           8000
  981,      8497,           0,       2998,         16530,               0,           9006
  982,      8533,           0,       2999,         16548,               0,           8514
  983,      8544,           0,       2995,         16585,               0,           7996
  984,      8563,           0,       4004,         16591,               0,           7995
  985,      8582,           0,       2998,         16615,               0,           9005
  986,      8555,           0,       3000,         16651,               0,           8512
  987,      8592,           0,       3000,         16626,               0,           7998
  988,      8590,           0,       4001,         16655,               0,           7999
  989,      8617,           0,       2999,         16690,               0,           7996
  990,      8620,           0,       4000,         16709,               0,           8000
  991,      8622,           0,       2997,         16706,               0,           9000
  992,      8613,           0,       2996,         16734,               0,           9000
  993,      8625,           0,       3001,         16758,               0,           7999
  994,      8645,           0,       4000,         16789,               0,           8999
  995,      8639,           0,       2999,         16785,               0,           7999
  996,      8651,           0,       3999,         16801,               0,           9003
  997,      8649,           0,       3996,         16822,               0,           7999
  998,      8674,           0,       2996,         16846,               0,           7998
  999,      8672,           0,       3999,         16863,               0,           9000
 1000,      8723,           0,       2999,         16891,               0,           7999
 1001,      8723,           0,       2997,         16902,               0,           9000
 1002,      8745,           0,       3999,         16927,               0,           8999
 1003,      8742,           0,       4003,         16957,               0,           7997
 1004,      8751,           0,       2997,         16966,               0,           9000
 1005,      8748,           0,       3999,         16966,               0,           9001
 1006,      8773,           0,       4039,         16997,               0,           9000
 1007,      8767,           0,       3986,         17009,               0,           9013
 1008,      8813,           0,       4012,         17049,               0,           8975
 1009,      8825,           0,       4000,         17049,               0,           8000
 1010,      8824,           0,       3004,         17054,               0,           7999
 1011,      8852,           0,       2995,         17107,               0,           8511
 1012,      8829,           0,       2996,         17106,               0,           7997
 1013,      8851,           0,       3999,         17130,               0,           9000
 1014,      8823,           0,       3999,         17169,               0,           9001
 1015,      8857,           0,       2998,         17181,               0,           7999
 1016,      8870,           0,       3000,         17156,               0,           7997
 1017,      8886,           0,       3999,         17215,               0,           9000
 1018,      8890,           0,       3999,         17212,               0,           9001
 1019,      8903,           0,       3998,         17274,               0,           8999
 1020,      8906,           0,       4002,         17272,               0,           8997
 1021,      8923,           0,       3000,         17327,               0,           7999
 1022,      8929,           0,       3000,         17314,               0,           7997
 1023,      8938,           0,       3005,         17342,               0,           8004
 1024,      8944,           0,       3502,         17364,               0,           9005
 1025,      8953,           0,       4001,         17376,               0,           8997
 1026,      8966,           0,       4000,         17373,               0,           9000
 1027,      8985,           0,       3999,         17425,               0,           9000
 1028,      8997,           0,       4000,         17428,               0,          10001
 1029,      8996,           0,       4030,         17434,               0,           9052
 1030,      9025,           0,       4001,         17466,               0,           8996
 1031,      9028,           0,       3999,         17475,               0,           8999
 1032,      9026,           0,       4000,         17508,               0,           9007
 1033,      9028,           0,       3999,         17550,               0,           9001
 1034,      9030,           0,       3016,         17553,               0,           8000
 1035,      9051,           0,       3505,         17560,               0,           9007
 1036,      9074,           0,       3999,         17572,               0,           8997
 1037,      9090,           0,       2998,         17596,               0,           7999
 1038,      9087,           0,       3001,         17649,               0,           7998
 1039,      9110,           0,       3000,         17657,               0,           8998
 1040,      9111,           0,       4000,         17625,               0,           8999
 1041,      9116,           0,       4000,         17673,               0,          10001
 1042,      9153,           0,       2999,         17682,               0,           9997
 1043,      9141,           0,       4002,         17725,               0,           9001
 1044,      9160,           0,       3997,         17761,               0,           9001
 1045,      9175,           0,       2990,         17764,               0,           9015
 1046,      9185,           0,       3986,         17764,               0,           9048
 1047,      9196,           0,       3999,         17841,               0,           9547
 1048,      9187,           0,       4012,         17834,               0,           9859
 1049,      9194,           0,       3997,         17842,               0,           9000
 1050,      9210,           0,       3992,         17857,               0,           9004
 1051,      9234,           0,       3999,         17875,               0,           9999
 1052,      9256,           0,       4000,         17925,               0,           9999
 1053,      9265,           0,       3999,         17929,               0,           9987
 1054,      9242,           0,       4012,         17906,               0,           8999
 1055,      9257,           0,       3999,         17936,               0,           7999
 1056,      9292,           0,       3993,         17987,               0,           9006
 1057,      9301,           0,       3999,         18016,               0,           9000
 1058,      9311,           0,       2999,         18039,               0,           8999
 1059,      9319,           0,       2999,         18048,               0,           9599
 1060,      9321,           0,       4013,         18066,               0,           8542
 1061,      9331,           0,       4002,         18081,               0,           9010
 1062,      9349,           0,       3998,         18075,               0,           8506
 1063,      9356,           0,       4009,         18116,               0,           8990
 1064,      9385,           0,       4012,         18162,               0,           8999
 1065,      9395,           0,       3999,         18162,               0,           8986
 1066,      9391,           0,       3999,         18185,               0,           9000
 1067,      9401,           0,       4004,         18187,               0,           8996
 1068,      9435,           0,       4003,         18231,               0,           8995
 1069,      9444,           0,       3997,         18207,               0,           9170
 1070,      9439,           0,       4534,         18274,               0,           9023
 1071,      9449,           0,       4997,         18283,               0,           9999
 1072,      9458,           0,       3999,         18311,               0,           8999
 1073,      9469,           0,       3999,         18297,               0,           9000
 1074,      9469,           0,       4001,         18313,               0,           8998
 1075,      9480,           0,       2999,         18339,               0,           8996
 1076,      9487,           0,       4002,         18385,               0,           9998
 1077,      9508,           0,       4000,         18386,               0,           8998
 1078,      9532,           0,       4000,         18434,               0,          10000
 1079,      9532,           0,       3999,         18439,               0,           8999
 1080,      9536,           0,       2998,         18464,               0,           8999
 1081,      9537,           0,       3985,         18473,               0,           9004
 1082,      9555,           0,       4005,         18527,               0,           8979
 1083,      9555,           0,       4018,         18564,               0,           8999
 1084,      9576,           0,       4036,         18525,               0,           8995
 1085,      9578,           0,       4551,         18564,               0,           8987
 1086,      9590,           0,       4017,         18579,               0,           9000
 1087,      9608,           0,       4981,         18621,               0,           9013
 1088,      9604,           0,       3979,         18652,               0,           9020
 1089,      9615,           0,       2997,         18675,               0,           9000
 1090,      9636,           0,       3000,         18687,               0,           9000
 1091,      9644,           0,       3000,         18703,               0,           8981
 1092,      9660,           0,       4004,         18713,               0,           9975
 1093,      9670,           0,       3015,         18711,               0,           9000
 1094,      9679,           0,       2982,         18736,               0,           9017
 1095,      9695,           0,       2982,         18765,               0,           9044
 1096,      9711,           0,       3000,         18792,               0,           9567
 1097,      9714,           0,       4000,         18830,               0,           9994
 1098,      9715,           0,       4004,         18793,               0,           9984
 1099,      9714,           0,       4016,         18857,               0,           9999
 1100,      9739,           0,       3982,         18887,               0,          10013
 1101,      9745,           0,       3991,         18870,               0,           9396
 1102,      9780,           0,       4195,         18899,               0,           9176
 1103,      9772,           0,       4012,         18913,               0,          11000
 1104,      9805,           0,       3999,         18944,               0,           9012
 1105,      9814,           0,       3999,         18985,               0,           9583
 1106,      9827,           0,       3999,         18998,               0,           9482
 1107,      9831,           0,       4020,         19004,               0,           9000
 1108,      9841,           0,       3987,         19060,               0,           9012
 1109,      9850,           0,       3999,         19051,               0,          10000
 1110,      9847,           0,       3999,         19089,               0,           9001
 1111,      9848,           0,       4002,         19073,               0,          10000
 1112,      9875,           0,       4000,         19089,               0,           9999
 1113,      9882,           0,       4001,         19137,               0,           9987
 1114,      9871,           0,       4011,         19121,               0,           9000
 1115,      9887,           0,       4009,         19172,               0,           8999
 1116,      9893,           0,       3988,         19202,               0,          10011
 1117,      9923,           0,       3987,         19229,               0,          10030
 1118,      9940,           0,       3986,         19258,               0,           9556
 1119,      9931,           0,       3986,         19268,               0,           9000
 1120,      9966,           0,       3986,         19288,               0,          10000
 1121,      9976,           0,       4012,         19288,               0,           9199
 1122,      9973,           0,       4012,         19299,               0,           9999
 1123,      9997,           0,       3999,         19323,               0,          10000
 1124,     10000,           0,       3980,         19314,               0,           9011
 1125,     10009,           0,       3999,         19364,               0,           9999
 1126,     10015,           0,       4000,         19382,               0,           8999
 1127,     10036,           0,       3999,         19395,               0,           9982
 1128,     10027,           0,       4017,         19413,               0,           9011
 1129,     10034,           0,       4012,         19421,               0,           9826
 1130,     10064,           0,       4009,         19496,               0,           9999
 1131,     10069,           0,       3987,         19488,               0,           9046
 1132,     10069,           0,       4012,         19507,               0,           9551
 1133,     10062,           0,       4032,         19511,               0,           9012
 1134,     10113,           0,       2999,         19542,               0,           9772
 1135,     10097,           0,       3999,         19564,               0,           9000
 1136,     10138,           0,       3999,         19592,               0,          10258
 1137,     10150,           0,       3664,         19591,               0,           9982
 1138,     10142,           0,       4017,         19626,               0,           9000
 1139,     10164,           0,       3998,         19623,               0,           9999
 1140,     10171,           0,       4000,         19633,               0,           8997
 1141,     10192,           0,       3998,         19694,               0,           9999
 1142,     10192,           0,       4999,         19700,               0,          13000
 1143,     10183,           0,       3999,         19722,               0,           9000
 1144,     10218,           0,       3999,         19724,               0,          10000
 1145,     10220,           0,       3999,         19740,               0,           9999
 1146,     10224,           0,       5000,         19730,               0,          10000
 1147,     10238,           0,       4986,         19743,               0,           9999
 1148,     10250,           0,       4013,         19827,               0,           9986
 1149,     10257,           0,       3967,         19841,               0,          10000
 1150,     10278,           0,       5012,         19862,               0,          10974
 1151,     10264,           0,       4005,         19890,               0,          10005
 1152,     10273,           0,       5006,         19910,               0,           9990
 1153,     10283,           0,       3998,         19898,               0,          10505
 1154,     10301,           0,       4000,         19939,               0,           9999
 1155,     10303,           0,       5000,         19985,               0,           9999
 1156,     10338,           0,       3998,         19982,               0,           9999
 1157,     10342,           0,       3999,         20035,               0,          11000
 1158,     10349,           0,       3999,         20005,               0,           9999
 1159,     10325,           0,       3999,         20017,               0,           9999
 1160,     10373,           0,       5000,         20069,               0,           9999
 1161,     10371,           0,       3999,         20088,               0,          10000
 1162,     10391,           0,       4999,         20112,               0,          10000
 1163,     10418,           0,       5996,         20114,               0,          10002
 1164,     10418,           0,       4399,         20143,               0,           9597
 1165,     10434,           0,       4041,         20173,               0,          11010
 1166,     10427,           0,       4990,         20187,               0,          11013
 1167,     10445,           0,       3999,         20189,               0,           9999
 1168,     10475,           0,       3984,         20225,               0,          10017
 1169,     10487,           0,       4000,         20243,               0,          10017
 1170,     10491,           0,       3986,         20259,               0,           9985
 1171,     10498,           0,       4000,         20269,               0,          10015
 1172,     10515,           0,       4015,         20320,               0,           9588
 1173,     10522,           0,       4031,         20324,               0,          11497
 1174,     10524,           0,       5032,         20342,               0,          11004
 1175,     10556,           0,       4014,         20362,               0,          10000
 1176,     10548,           0,       3981,         20378,               0,          10018
 1177,     10558,           0,       3998,         20405,               0,          10001
 1178,     10544,           0,       3999,         20435,               0,          10022
 1179,     10550,           0,       3999,         20471,               0,           9999
 1180,     10601,           0,       3999,         20479,               0,           9999
 1181,     10598,           0,       4000,         20477,               0,          10999
 1182,     10589,           0,       4000,         20508,               0,           9999
 1183,     10588,           0,       3999,         20519,               0,          10007
 1184,     10647,           0,       4018,         20581,               0,           9822
 1185,     10654,           0,       4018,         20555,               0,          10557
 1186,     10638,           0,       5015,         20569,               0,          10259
 1187,     10654,           0,       4024,         20607,               0,           9999
 1188,     10669,           0,       3951,         20666,               0,          11013
 1189,     10675,           0,       3982,         20686,               0,          10018
 1190,     10672,           0,       4996,         20623,               0,           9985
 1191,     10684,           0,       3986,         20667,               0,          10995
 1192,     10725,           0,       4018,         20706,               0,           9999
 1193,     10733,           0,       4018,         20715,               0,          10999
 1194,     10718,           0,       4000,         20740,               0,           9982
 1195,     10732,           0,       3534,         20760,               0,           9999
 1196,     10764,           0,       4999,         20759,               0,          10999
 1197,     10773,           0,       4000,         20784,               0,          10031
 1198,     10764,           0,       5005,         20776,               0,          10555
 1199,     10768,           0,       5017,         20900,               0,           9978
 1200,     10772,           0,       4022,         20861,               0,          10011
 1201,     10782,           0,       4984,         20883,               0,          10004
 1202,     10807,           0,       3981,         20891,               0,           9999
 1203,     10816,           0,       4984,         20912,               0,          10774
 1204,     10841,           0,       4458,         20992,               0,          13998
 1205,     10835,           0,       5018,         21003,               0,           9999
 1206,     10835,           0,       3999,         21043,               0,          10010
 1207,     10872,           0,       4000,         21055,               0,          10999
 1208,     10869,           0,       5013,         21044,               0,          10004
 1209,     10878,           0,       4993,         21060,               0,          11003
 1210,     10879,           0,       4978,         21103,               0,          10016
 1211,     10868,           0,       3992,         21103,               0,          10995
 1212,     10913,           0,       5004,         21131,               0,           9995
 1213,     10921,           0,       3999,         21157,               0,           9982
 1214,     10943,           0,       4000,         21177,               0,          10982
 1215,     10957,           0,       5993,         21174,               0,           9999
 1216,     10966,           0,       3999,         21181,               0,          11030
 1217,     10982,           0,       4036,         21230,               0,          10540
 1218,     10999,           0,       5038,         21256,               0,           9999
 1219,     10998,           0,       3999,         21265,               0,           9999
 1220,     11018,           0,       4000,         21310,               0,          10999
 1221,     11019,           0,       5000,         21311,               0,          10982
 1222,     11036,           0,       5017,         21313,               0,           9985
 1223,     11049,           0,       4018,         21322,               0,           9982
 1224,     11056,           0,       4015,         21379,               0,           9978
 1225,     11066,           0,       4022,         21366,               0,           9999
 1226,     11061,           0,       4022,         21445,               0,           9994
 1227,     11084,           0,       4987,         21419,               0,          11054
 1228,     11096,           0,       3981,         21426,               0,          11789
 1229,     11109,           0,       4654,         21488,               0,          12035
 1230,     11106,           0,       4981,         21548,               0,          10018
 1231,     11126,           0,       3981,         21546,               0,          11018
 1232,     11127,           0,       4995,         21569,               0,          11004
 1233,     11140,           0,       4981,         21584,               0,          11018
 1234,     11139,           0,       5002,         21580,               0,          10998
 1235,     11143,           0,       4986,         21634,               0,          11037
 1236,     11160,           0,       4508,         21643,               0,          11065
 1237,     11178,           0,       5513,         21656,               0,          11015
 1238,     11185,           0,       4977,         21691,               0,          11022
 1239,     11180,           0,       4975,         21734,               0,          11024
 1240,     11174,           0,       4976,         21745,               0,          11023
 1241,     11199,           0,       5000,         21744,               0,          10999
 1242,     11232,           0,       4000,         21753,               0,          10017
