   n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time, bubble_sort_cmp, bubble_sort_swaps, bubble_sort_time, heap_sort_cmp, heap_sort_swaps, heap_sort_time
 238,         14030,           13797,           8850,      1589,           0,       1002,           28203,                 0,            11012,          3022,               0,            999
 239,         14197,           13963,           9000,      1602,           0,        979,           28441,                 0,            11020,          3042,               0,           2000
 240,         14198,           13963,          10047,      1601,           0,        979,           28680,                 0,            11558,          3062,               0,           2017
 241,         14363,           14127,           9000,      1610,           0,        995,           28920,                 0,            12004,          3081,               0,            999
 242,         14379,           14142,           9981,      1615,           0,       1013,           29161,                 0,            13978,          3086,               0,           1000
 243,         14610,           14372,          10009,      1627,           0,          0,           29403,                 0,            12000,          3088,               0,           1000
 244,         14710,           14471,           9999,      1630,           0,        999,           29646,                 0,            11988,          3106,               0,            998
 245,         14947,           14707,           8998,      1636,           0,       1000,           29890,                 0,            11999,          3127,               0,           1999
 246,         15105,           14864,           9987,      1651,           0,       1013,           30135,                 0,            11985,          3149,               0,           2001
 247,         15307,           15065,          10013,      1658,           0,          0,           30381,                 0,            13000,          3165,               0,           1000
 248,         15412,           15169,           9986,      1660,           0,          0,           30628,                 0,            12979,          3176,               0,           2003
 249,         15477,           15233,           9996,      1667,           0,        996,           30876,                 0,            12024,          3196,               0,            999
 250,         15490,           15245,           9756,      1681,           0,        936,           31125,                 0,            12084,          3199,               0,           1999
 251,         15503,           15257,          10271,      1683,           0,        741,           31375,                 0,            11986,          3230,               0,           1013
 252,         15621,           15374,           9990,      1703,           0,       1009,           31626,                 0,            12988,          3242,               0,           2011
 253,         15769,           15521,          10000,      1703,           0,        999,           31878,                 0,            12000,          3250,               0,            999
 254,         15802,           15553,           9987,      1712,           0,       1012,           32131,                 0,            12987,          3276,               0,           2012
 255,         15933,           15683,          10000,      1715,           0,        999,           32385,                 0,            12999,          3287,               0,            999
 256,         16183,           15932,           9999,      1734,           0,        999,           32640,                 0,            13000,          3299,               0,           2000
 257,         16408,           16156,          10981,      1743,           0,          0,           32896,                 0,            13011,          3312,               0,           1012
 258,         16665,           16412,          10361,      1740,           0,       1013,           33153,                 0,            13067,          3322,               0,           1932
 259,         16796,           16542,          10999,      1754,           0,       1000,           33411,                 0,            12987,          3339,               0,           2012
 260,         16854,           16599,          11000,      1748,           0,          0,           33670,                 0,            13999,          3356,               0,           1999
 261,         17113,           16857,          11000,      1759,           0,       1000,           33930,                 0,            12999,          3376,               0,            999
 262,         17342,           17085,          10987,      1776,           0,          0,           34191,                 0,            13994,          3393,               0,           2005
 263,         17597,           17339,          11013,      1785,           0,       1000,           34453,                 0,            13999,          3395,               0,           2000
 264,         17803,           17544,          12000,      1796,           0,        999,           34716,                 0,            13986,          3422,               0,           2013
 265,         17876,           17616,          10999,      1803,           0,       1000,           34980,                 0,            13977,          3442,               0,           2022
 266,         17925,           17664,          12000,      1804,           0,          0,           35245,                 0,            13827,          3460,               0,           1999
 267,         18047,           17785,          11563,      1823,           0,        999,           35511,                 0,            13999,          3463,               0,           2000
 268,         18259,           17996,          11991,      1816,           0,        995,           35778,                 0,            14013,          3472,               0,            999
 269,         18350,           18086,          11986,      1826,           0,       1013,           36046,                 0,            14032,          3509,               0,            999
 270,         18510,           18245,          12581,      1847,           0,       1000,           36315,                 0,            13975,          3509,               0,           1003
 271,         18687,           18421,          12020,      1848,           0,          0,           36585,                 0,            15000,          3514,               0,           2014
 272,         18949,           18682,          11998,      1868,           0,       1031,           36856,                 0,            14534,          3543,               0,           1013
 273,         18988,           18720,          13000,      1876,           0,          0,           37128,                 0,            14986,          3556,               0,           2013
 274,         19048,           18779,          11986,      1879,           0,          0,           37401,                 0,            15682,          3589,               0,           2021
 275,         19146,           18876,          12548,      1889,           0,          0,           37675,                 0,            15000,          3595,               0,            999
 276,         19338,           19067,          12999,      1895,           0,       1000,           37950,                 0,            14999,          3608,               0,           1000
 277,         19443,           19171,          13016,      1907,           0,       1000,           38226,                 0,            15952,          3622,               0,            999
 278,         19464,           19191,          12021,      1905,           0,        999,           38503,                 0,            16000,          3647,               0,           1999
 279,         19523,           19249,          12000,      1914,           0,        999,           38781,                 0,            15981,          3661,               0,           2005
 280,         19673,           19398,          13013,      1919,           0,        999,           39060,                 0,            15000,          3676,               0,           2000
 281,         19787,           19511,          12987,      1925,           0,       1012,           39340,                 0,            15977,          3679,               0,           2001
 282,         20023,           19746,          13010,      1947,           0,        997,           39621,                 0,            16010,          3697,               0,           1990
 283,         20118,           19840,          13012,      1948,           0,       1011,           39903,                 0,            16235,          3703,               0,           1740
 284,         20314,           20035,          12992,      1956,           0,       1009,           40186,                 0,            17011,          3738,               0,           1982
 285,         20320,           20040,          13016,      1965,           0,       1000,           40470,                 0,            15999,          3758,               0,           2000
 286,         20573,           20292,          13000,      1975,           0,        986,           40755,                 0,            16990,          3766,               0,           2026
 287,         20582,           20300,          12996,      1989,           0,       1000,           41041,                 0,            16000,          3766,               0,           2000
 288,         20603,           20320,          13999,      1992,           0,          0,           41328,                 0,            16000,          3808,               0,           1999
 289,         20724,           20440,          13000,      2001,           0,          0,           41616,                 0,            16999,          3825,               0,           2000
 290,         20929,           20644,          13031,      2013,           0,        999,           41905,                 0,            17580,          3841,               0,           2000
 291,         21152,           20866,          13566,      2019,           0,       1000,           42195,                 0,            16999,          3848,               0,           2000
 292,         21410,           21123,          14000,      2032,           0,        999,           42486,                 0,            16999,          3873,               0,           2129
 293,         21682,           21394,          13870,      2036,           0,       1000,           42778,                 0,            17973,          3898,               0,           1002
 294,         21843,           21554,          13999,      2045,           0,       1005,           43071,                 0,            17997,          3901,               0,           1997
 295,         21889,           21599,          14000,      2067,           0,       1003,           43365,                 0,            18996,          3918,               0,           1999
 296,         22050,           21759,          16005,      2050,           0,       1002,           43660,                 0,            18991,          3933,               0,           2000
 297,         22113,           21821,          13999,      2061,           0,       1000,           43956,                 0,            18002,          3941,               0,           2000
 298,         22281,           21988,          14506,      2070,           0,       1000,           44253,                 0,            17999,          3965,               0,            998
 299,         22519,           22225,          13999,      2082,           0,       1000,           44551,                 0,            17999,          3985,               0,           3003
 300,         22660,           22365,          14008,      2096,           0,       1004,           44850,                 0,            18507,          4007,               0,           2002
 301,         22837,           22541,          15023,      2099,           0,        999,           45150,                 0,            17974,          4027,               0,           2013
 302,         23000,           22703,          15011,      2105,           0,       1000,           45451,                 0,            18594,          4038,               0,           2000
 303,         23234,           22936,          15016,      2111,           0,        999,           45753,                 0,            18694,          4063,               0,           1559
 304,         23500,           23201,          16018,      2118,           0,       1000,           46056,                 0,            18114,          4083,               0,           2001
 305,         23716,           23416,          14990,      2124,           0,       1010,           46360,                 0,            18999,          4082,               0,           2012
 306,         23835,           23534,          15027,      2146,           0,        999,           46665,                 0,            19171,          4126,               0,           2000
 307,         23868,           23566,          16304,      2147,           0,        695,           46971,                 0,            19000,          4135,               0,           1999
 308,         23956,           23653,          15732,      2166,           0,        972,           47278,                 0,            20010,          4156,               0,           2012
 309,         24159,           23855,          16000,      2171,           0,       1003,           47586,                 0,            19999,          4170,               0,           2000
 310,         24283,           23978,          16000,      2167,           0,       1000,           47895,                 0,            19981,          4174,               0,           2013
 311,         24463,           24157,          15999,      2182,           0,       1001,           48205,                 0,            18985,          4192,               0,           1999
 312,         24640,           24333,          16000,      2195,           0,        999,           48516,                 0,            19000,          4210,               0,           1986
 313,         24713,           24405,          16000,      2207,           0,          0,           48828,                 0,            19000,          4223,               0,           1999
 314,         24913,           24604,          16999,      2211,           0,        980,           49141,                 0,            20019,          4265,               0,           1978
 315,         25215,           24905,          16021,      2222,           0,       1000,           49455,                 0,            19999,          4279,               0,           3000
 316,         25412,           25101,          16000,      2231,           0,        999,           49770,                 0,            19999,          4281,               0,           1989
 317,         25450,           25138,          16998,      2235,           0,        998,           50086,                 0,            19925,          4308,               0,           1064
 318,         25563,           25250,          16131,      2247,           0,        999,           50403,                 0,            19999,          4309,               0,           1986
 319,         25664,           25350,          16000,      2262,           0,          0,           50721,                 0,            19972,          4336,               0,           2000
 320,         25723,           25408,          17000,      2264,           0,        999,           51040,                 0,            21000,          4376,               0,           1986
 321,         25726,           25410,          16986,      2273,           0,       1000,           51360,                 0,            21000,          4392,               0,           2998
 322,         25838,           25521,          19001,      2284,           0,       1999,           51681,                 0,            21002,          4391,               0,           1999
 323,         26112,           25794,          17000,      2293,           0,       1001,           52003,                 0,            23004,          4397,               0,           2012
 324,         26117,           25798,          17995,      2307,           0,       1000,           52326,                 0,            25998,          4418,               0,           2001
 325,         26323,           26003,          17003,      2320,           0,       1000,           52650,                 0,            20509,          4438,               0,           1997
 326,         26505,           26184,          18007,      2323,           0,        993,           52975,                 0,            21999,          4441,               0,           2001
 327,         26575,           26253,          17064,      2328,           0,          0,           53301,                 0,            20568,          4467,               0,           1979
 328,         26701,           26378,          16999,      2335,           0,       1013,           53628,                 0,            21023,          4475,               0,           2982
 329,         26782,           26458,          17154,      2344,           0,       1004,           53956,                 0,            21982,          4499,               0,           2017
 330,         26802,           26477,          17999,      2345,           0,        982,           54285,                 0,            22034,          4496,               0,           1995
 331,         27120,           26794,          17537,      2360,           0,       1055,           54615,                 0,            24944,          4532,               0,           3000
 332,         27125,           26798,          17999,      2350,           0,       1000,           54946,                 0,            21995,          4547,               0,           2004
 333,         27374,           27046,          18038,      2363,           0,        999,           55278,                 0,            21968,          4559,               0,           2000
 334,         27404,           27075,          18015,      2384,           0,        988,           55611,                 0,            23027,          4568,               0,           1995
 335,         27492,           27162,          18000,      2390,           0,       1004,           55945,                 0,            22984,          4593,               0,           2011
 336,         27510,           27179,          18004,      2409,           0,        982,           56280,                 0,            23017,          4618,               0,           1999
 337,         27759,           27427,          18000,      2421,           0,        977,           56616,                 0,            24022,          4639,               0,           2000
 338,         27898,           27565,          21999,      2421,           0,       1000,           56953,                 0,            24999,          4651,               0,           1999
 339,         27964,           27630,          18969,      2431,           0,       1001,           57291,                 0,            24024,          4675,               0,           2004
 340,         28161,           27826,          18996,      2437,           0,       1002,           57630,                 0,            23598,          4694,               0,           1982
 341,         28339,           28003,          18001,      2439,           0,       1013,           57970,                 0,            22972,          4704,               0,           1998
 342,         28539,           28202,          18000,      2440,           0,       1000,           58311,                 0,            23003,          4718,               0,           2995
 343,         28844,           28506,          19000,      2460,           0,       1001,           58653,                 0,            23998,          4751,               0,           2000
 344,         28864,           28525,          17999,      2476,           0,        999,           58996,                 0,            24004,          4761,               0,           3003
 345,         28870,           28530,          18112,      2486,           0,        999,           59340,                 0,            24065,          4779,               0,           2996
 346,         29148,           28807,          20571,      2492,           0,       1006,           59685,                 0,            23997,          4790,               0,           1982
 347,         29470,           29128,          19008,      2504,           0,        995,           60031,                 0,            23630,          4798,               0,           1994
 348,         29595,           29252,          19005,      2508,           0,       1000,           60378,                 0,            24997,          4820,               0,           2009
 349,         29832,           29488,          20030,      2515,           0,       1000,           60726,                 0,            25557,          4848,               0,           2000
 350,         30163,           29818,          19506,      2522,           0,       1000,           61075,                 0,            25580,          4852,               0,           2569
 351,         30196,           29850,          19000,      2543,           0,        999,           61425,                 0,            23988,          4860,               0,           3010
 352,         30502,           30155,          19017,      2550,           0,        999,           61776,                 0,            24935,          4879,               0,           1985
 353,         30661,           30313,          19104,      2562,           0,       1000,           62128,                 0,            25054,          4909,               0,           1932
 354,         30999,           30650,          21012,      2574,           0,        986,           62481,                 0,            25013,          4917,               0,           2988
 355,         31235,           30885,          20017,      2575,           0,        999,           62835,                 0,            25000,          4916,               0,           2007
 356,         31469,           31118,          21015,      2572,           0,        999,           63190,                 0,            24995,          4964,               0,           2987
 357,         31496,           31144,          20990,      2585,           0,       1000,           63546,                 0,            25021,          4979,               0,           1934
 358,         31581,           31228,          21017,      2596,           0,        999,           63903,                 0,            25000,          5006,               0,           2982
 359,         31903,           31549,          21016,      2613,           0,        999,           64261,                 0,            26158,          4999,               0,           2836
 360,         31975,           31620,          20004,      2614,           0,       1018,           64620,                 0,            25981,          5033,               0,           2013
 361,         32202,           31846,          21042,      2621,           0,        999,           64980,                 0,            26562,          5029,               0,           3011
 362,         32492,           32135,          21004,      2624,           0,        999,           65341,                 0,            26995,          5068,               0,           3004
 363,         32704,           32346,          20999,      2623,           0,       1000,           65703,                 0,            26999,          5053,               0,           3000
 364,         33028,           32669,          20999,      2667,           0,        999,           66066,                 0,            25981,          5088,               0,           3018
 365,         33065,           32705,          22000,      2670,           0,        977,           66430,                 0,            27021,          5099,               0,           3036
 366,         33324,           32963,          21558,      2671,           0,        998,           66795,                 0,            27017,          5113,               0,           2999
 367,         33516,           33154,          20995,      2685,           0,       1000,           67161,                 0,            27582,          5105,               0,           2009
 368,         33529,           33166,          22013,      2671,           0,       1000,           67528,                 0,            27999,          5139,               0,           3001
 369,         33717,           33353,          21620,      2680,           0,       1011,           67896,                 0,            28988,          5169,               0,           2999
 370,         33913,           33548,          26033,      2684,           0,       1810,           68265,                 0,            27038,          5204,               0,           1982
 371,         33997,           33631,          22017,      2693,           0,       1999,           68635,                 0,            27564,          5208,               0,           2004
 372,         34205,           33838,          22000,      2708,           0,       1000,           69006,                 0,            27999,          5218,               0,           3000
 373,         34466,           34098,          22000,      2720,           0,        993,           69378,                 0,            27998,          5238,               0,           3013
 374,         34522,           34153,          21999,      2737,           0,        999,           69751,                 0,            28434,          5238,               0,           2500
 375,         34531,           34161,          23983,      2730,           0,       1001,           70125,                 0,            30019,          5286,               0,           2999
 376,         34589,           34218,          21996,      2734,           0,        990,           70500,                 0,            29012,          5275,               0,           2273
 377,         34803,           34431,          21998,      2746,           0,        999,           70876,                 0,            28000,          5294,               0,           3000
 378,         35062,           34689,          22000,      2768,           0,        999,           71253,                 0,            29000,          5318,               0,           2000
 379,         35257,           34883,          23972,      2767,           0,       1001,           71631,                 0,            29512,          5326,               0,           3000
 380,         35567,           35192,          22999,      2775,           0,       1001,           72010,                 0,            29998,          5351,               0,           3002
 381,         35938,           35562,          22997,      2774,           0,       1001,           72390,                 0,            29998,          5367,               0,           1999
 382,         36039,           35662,          22999,      2792,           0,       1999,           72771,                 0,            29002,          5371,               0,           2997
 383,         36421,           36043,          24000,      2805,           0,       1000,           73153,                 0,            30003,          5407,               0,           3000
 384,         36746,           36367,          24524,      2803,           0,        999,           73536,                 0,            30027,          5411,               0,           3000
 385,         36972,           36592,          24037,      2812,           0,       1085,           73920,                 0,            30471,          5414,               0,           2991
 386,         37178,           36797,          24026,      2822,           0,        999,           74305,                 0,            30037,          5438,               0,           2534
 387,         37310,           36928,          24055,      2836,           0,        978,           74691,                 0,            30028,          5482,               0,           3492
 388,         37429,           37046,          24131,      2836,           0,        999,           75078,                 0,            31995,          5473,               0,           2999
 389,         37507,           37123,          24552,      2841,           0,       1033,           75466,                 0,            30987,          5484,               0,           3013
 390,         37838,           37453,          24999,      2859,           0,       1000,           75855,                 0,            30999,          5510,               0,           3000
 391,         37984,           37598,          24999,      2865,           0,        999,           76245,                 0,            31000,          5512,               0,           2986
 392,         38182,           37795,          24997,      2877,           0,        999,           76636,                 0,            31991,          5535,               0,           3004
 393,         38499,           38111,          25016,      2886,           0,        999,           77028,                 0,            32000,          5551,               0,           2981
 394,         38817,           38428,          25018,      2912,           0,        999,           77421,                 0,            30999,          5580,               0,           3000
 395,         39153,           38763,          25981,      2910,           0,       1013,           77815,                 0,            31986,          5575,               0,           3017
 396,         39259,           38868,          25036,      2917,           0,          0,           78210,                 0,            31313,          5604,               0,           2977
 397,         39562,           39170,          26022,      2932,           0,        999,           78606,                 0,            32192,          5607,               0,           3602
 398,         39955,           39562,          25575,      2925,           0,       1000,           79003,                 0,            32999,          5642,               0,           3000
 399,         40252,           39858,          25982,      2924,           0,       1005,           79401,                 0,            32995,          5657,               0,           3004
 400,         40513,           40118,          26451,      2966,           0,        999,           79800,                 0,            32568,          5681,               0,           3016
 401,         40634,           40238,          27004,      2974,           0,       1000,           80200,                 0,            32614,          5701,               0,           2974
 402,         40717,           40320,          25998,      2961,           0,        999,           80601,                 0,            32037,          5714,               0,           3000
 403,         40951,           40553,          26568,      2969,           0,       2000,           81003,                 0,            33016,          5741,               0,           3111
 404,         41354,           40956,          27181,      2986,           0,       1000,           81406,                 0,            33999,          5734,               0,           2999
 405,         41362,           40963,          26568,      3003,           0,       1000,           81810,                 0,            32999,          5750,               0,           3000
 406,         41431,           41031,          27995,      3011,           0,       1004,           82215,                 0,            33999,          5784,               0,           3000
 407,         41509,           41108,          26981,      3007,           0,       1013,           82621,                 0,            34000,          5789,               0,           3004
 408,         41828,           41426,          27981,      3025,           0,       1013,           83028,                 0,            34979,          5813,               0,           3007
 409,         42131,           41728,          27999,      3035,           0,       1013,           83436,                 0,            35000,          5823,               0,           2999
 410,         42475,           42071,          26986,      3031,           0,       2013,           83845,                 0,            36000,          5871,               0,           2999
 411,         42871,           42466,          28000,      3042,           0,        999,           84255,                 0,            36039,          5835,               0,           3575
 412,         43063,           42657,          28564,      3062,           0,       1999,           84666,                 0,            34999,          5869,               0,           3000
 413,         43172,           42765,          27999,      3082,           0,       1000,           85078,                 0,            33999,          5880,               0,           3002
 414,         43199,           42791,          27997,      3067,           0,        999,           85491,                 0,            34999,          5906,               0,           2989
 415,         43481,           43072,          29094,      3076,           0,       1000,           85905,                 0,            35575,          5927,               0,           3003
 416,         43544,           43134,          29739,      3093,           0,       1996,           86320,                 0,            38519,          5943,               0,           2999
 417,         43648,           43237,          29002,      3101,           0,        997,           86736,                 0,            35600,          5970,               0,           3038
 418,         43872,           43460,          28899,      3110,           0,       1981,           87153,                 0,            35109,          5980,               0,           3000
 419,         43979,           43566,          29000,      3126,           0,        999,           87571,                 0,            36017,          5994,               0,           3500
 420,         44099,           43685,          28036,      3136,           0,        999,           87990,                 0,            36014,          6008,               0,           3004
 421,         44243,           43828,          28985,      3143,           0,        996,           88410,                 0,            35018,          6043,               0,           3001
 422,         44443,           44027,          28998,      3155,           0,       1000,           88831,                 0,            36999,          6067,               0,           3000
 423,         44572,           44155,          28999,      3157,           0,       1000,           89253,                 0,            36999,          6076,               0,           3000
 424,         44961,           44543,          31015,      3163,           0,       2000,           89676,                 0,            36981,          6092,               0,           3018
 425,         45218,           44799,          29981,      3175,           0,       1018,           90100,                 0,            37999,          6108,               0,           3000
 426,         45420,           45000,          29586,      3185,           0,       1000,           90525,                 0,            36999,          6148,               0,           3000
 427,         45482,           45061,          29999,      3194,           0,       1000,           90951,                 0,            36982,          6129,               0,           3017
 428,         45531,           45109,          29983,      3192,           0,       1998,           91378,                 0,            37018,          6164,               0,           3000
 429,         45699,           45276,          29000,      3205,           0,        999,           91806,                 0,            37611,          6184,               0,           2998
 430,         45713,           45289,          30126,      3208,           0,       2018,           92235,                 0,            37592,          6199,               0,           3018
 431,         45755,           45330,          28997,      3218,           0,       1000,           92665,                 0,            38036,          6225,               0,           2557
 432,         45808,           45382,          29999,      3242,           0,       1000,           93096,                 0,            38127,          6232,               0,           2979
 433,         46132,           45705,          30016,      3253,           0,        988,           93528,                 0,            38584,          6256,               0,           3000
 434,         46327,           45899,          30999,      3260,           0,       1000,           93961,                 0,            37999,          6270,               0,           3005
 435,         46383,           45954,          29981,      3266,           0,       2030,           94395,                 0,            37970,          6271,               0,           3018
 436,         46533,           46103,          29982,      3271,           0,       2017,           94830,                 0,            39011,          6314,               0,           2972
 437,         46714,           46283,          30834,      3281,           0,       1508,           95266,                 0,            39527,          6325,               0,           3018
 438,         46827,           46395,          31981,      3295,           0,        999,           95703,                 0,            39013,          6343,               0,           3986
 439,         46950,           46517,          30013,      3293,           0,       2000,           96141,                 0,            38582,          6346,               0,           3013
 440,         46984,           46550,          29986,      3306,           0,       2013,           96580,                 0,            39000,          6371,               0,           3000
 441,         47226,           46791,          31000,      3316,           0,       1999,           97020,                 0,            39986,          6396,               0,           3018
 442,         47280,           46844,          30981,      3307,           0,       2018,           97461,                 0,            40036,          6427,               0,           3970
 443,         47294,           46857,          31585,      3310,           0,       1018,           97903,                 0,            40000,          6440,               0,           3000
 444,         47481,           47043,          31615,      3332,           0,        999,           98346,                 0,            40981,          6443,               0,           3000
 445,         47907,           47468,          31628,      3331,           0,        999,           98790,                 0,            40878,          6458,               0,           3670
 446,         48298,           47858,          32156,      3352,           0,        999,           99235,                 0,            41974,          6507,               0,           4001
 447,         48726,           48285,          31504,      3368,           0,       2000,           99681,                 0,            41000,          6484,               0,           2999
 448,         49080,           48638,          32999,      3393,           0,       1000,          100128,                 0,            42001,          6512,               0,           3000
 449,         49407,           48964,          33000,      3400,           0,       2000,          100576,                 0,            42001,          6526,               0,           2999
 450,         49779,           49335,          31999,      3402,           0,       2000,          101025,                 0,            41023,          6544,               0,           3000
 451,         50229,           49784,          34004,      3402,           0,       1000,          101475,                 0,            41999,          6576,               0,           3000
 452,         50238,           49792,          32999,      3426,           0,       1999,          101926,                 0,            41574,          6597,               0,           4016
 453,         50362,           49915,          33000,      3427,           0,        982,          102378,                 0,            41988,          6629,               0,           2993
 454,         50539,           50091,          34000,      3426,           0,       1017,          102831,                 0,            42721,          6639,               0,           3001
 455,         50705,           50256,          33994,      3445,           0,       1005,          103285,                 0,            42628,          6639,               0,           3999
 456,         51056,           50606,          32999,      3462,           0,       1984,          103740,                 0,            43627,          6651,               0,           3999
 457,         51376,           50925,          34004,      3465,           0,       1972,          104196,                 0,            42642,          6664,               0,           2999
 458,         51488,           51036,          34019,      3471,           0,       2004,          104653,                 0,            42142,          6705,               0,           2981
 459,         51930,           51477,          34054,      3476,           0,       2000,          105111,                 0,            43534,          6689,               0,           3000
 460,         52211,           51757,          33999,      3507,           0,       1000,          105570,                 0,            42681,          6729,               0,           3000
 461,         52312,           51857,          34995,      3513,           0,       1981,          106030,                 0,            44023,          6752,               0,           2999
 462,         52337,           51881,          34000,      3506,           0,       1984,          106491,                 0,            43015,          6762,               0,           2995
 463,         52799,           52343,          35004,      3521,           0,        987,          106953,                 0,            44007,          6796,               0,           3017
 464,         53153,           52696,          36007,      3528,           0,       2005,          107416,                 0,            44146,          6795,               0,           4000
 465,         53192,           52734,          34985,      3535,           0,       1013,          107880,                 0,            48427,          6827,               0,           4018
 466,         53218,           52759,          36000,      3537,           0,       1000,          108345,                 0,            44999,          6842,               0,           2999
 467,         53227,           52767,          35013,      3549,           0,       2018,          108811,                 0,            44577,          6852,               0,           3016
 468,         53438,           52977,          36015,      3559,           0,       1006,          109278,                 0,            45563,          6866,               0,           2983
 469,         53485,           53023,          34025,      3562,           0,        987,          109746,                 0,            45218,          6892,               0,           2981
 470,         53747,           53284,          35167,      3584,           0,       2000,          110215,                 0,            45166,          6913,               0,           3130
 471,         54169,           53705,          35693,      3585,           0,       1981,          110685,                 0,            46017,          6923,               0,           4000
 472,         54200,           53735,          34999,      3613,           0,       1000,          111156,                 0,            46000,          6948,               0,           2999
